entity,label,definition,variables,parent_label,parent_IRI
http://purl.obolibrary.org/obo/EUPATH_0015221,Nalidixic acid,,f11 anti nali; F11 ANTI NALI,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015222,Cotrimoxazole,,f11 anti cotr; F11 ANTI COTR,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015223,Ciprofloxacin,,f11 anti cipr; F11 ANTI CIPR,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015224,Selexid or pivmecillinam,,f11 anti sele; F11 ANTI SELE,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015225,Gentamycin,,f11 anti gent; F11 ANTI GENT,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015226,Chloramphenicol or thiamphenicol,,f11 anti chlo; F11 ANTI CHLO,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015227,Erythromycin,,f11 anti eryt; F11 ANTI ERYT,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015228,Azithromycin,,f11 anti azit; F11 ANTI AZIT,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015229,Other macrolides,,f11 anti macr; F11 ANTI MACR,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015230,Penicillin,,f11 anti peni; F11 ANTI PENI,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015231,Amoxycillin,,f11 anti amox; F11 ANTI AMOX,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015232,Other antibiotic,,f11 anti other; F11 ANTI OTHER,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
http://purl.obolibrary.org/obo/EUPATH_0015233,Typhoid,,f5 diag typ; F5 DIAG TYP,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0010393
http://purl.obolibrary.org/obo/EUPATH_0015234,Malaria,,f5 diag mal; F5 DIAG MAL,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0010393
http://purl.obolibrary.org/obo/EUPATH_0015235,Pneumonia,,f5 diag pne; F5 DIAG PNE,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0010393
http://purl.obolibrary.org/obo/EUPATH_0015236,Meningitis,,f5 diag meng; F5 DIAG MENG,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0010393
http://purl.obolibrary.org/obo/EUPATH_0015237,Other diagnosis,,f5 diag othr; F5 DIAG OTHR,Previous diagnosis at 60 day follow-up visit,http://purl.obolibrary.org/obo/EUPATH_0010393
http://purl.obolibrary.org/obo/EUPATH_0015238,Diarrhea,,f5 exp drh; F5 EXP DRH,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015239,Dysentery,,f5 exp dys; F5 EXP DYS,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015240,Cough with difficult breathing,,f5 exp cou; F5 EXP COU,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015242,Other illness,,f5 exp othr; f5 exp othr2; F5 EXP OTHR2; F5 EXP OTHR,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015244,Rectal prolapse,,f5 exp rectal; F5 EXP RECTAL,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015245,Convulsions,,f5 exp convul; F5 EXP CONVUL,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015246,Arthritis,,f5 exp arthritis; F5 EXP ARTHRITIS,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010394
http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,,f5 exp drh visit; F5 EXP DRH VISIT,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395
http://purl.obolibrary.org/obo/EUPATH_0015248,Health facility for dysentery,,f5 exp dys visit; F5 EXP DYS VISIT,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395
http://purl.obolibrary.org/obo/EUPATH_0015249,Health facility for cough,,f5 exp cou visit; F5 EXP COU VISIT,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395
http://purl.obolibrary.org/obo/EUPATH_0015250,Health facility for fever,,f5 exp fever visit; F5 EXP FEVER VISIT,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395
http://purl.obolibrary.org/obo/EUPATH_0015251,Health facility for other,,f5 exp othr2 visit; f5 exp othr visit; F5 EXP OTHR2 VISIT; F5 EXP OTHR VISIT,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395
http://purl.obolibrary.org/obo/EUPATH_0015258,Sun treatment materials observed,,F5 TRTOBS SUN,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015259,Boiling materials observed,,F5 TRTOBS BOIL,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015260,Filter cloth observed,,F5 TRTOBS FILTER,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015261,Ceramic or other filter observed,,F5 TRTOBS CRMC,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015262,Chlorine observed,,F5 TRTOBS CHLR,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015263,Alum observed,,F5 TRTOBS ALUM,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015264,Other chemical observed,,F5 TRTOBS CHEM,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015265,Other method observed,,F5 TRTOBS OTHR,Water treatment materials,http://purl.obolibrary.org/obo/EUPATH_0010401
http://purl.obolibrary.org/obo/EUPATH_0015266,Certeza,,F5 BRD CERTEZA,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015267,Aquatabs,,F5 BRD AQUATAB,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015268,AquaGuard,,F5 BRD AQUAGU,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015269,WaterGuard,,F5 BRD WTRGUARD,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015270,Watermaker,,F5 BRD WTRMAKE,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015271,PuR,,F5 BRD PUR,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015272,Brand unknown,,F5 BRD UNKNOWN,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015273,Not applicable (none observed),,F5 BRD NA,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015274,Other brand,,F5 BRD OTHER,Chlorine treatment brand,http://purl.obolibrary.org/obo/EUPATH_0010398
http://purl.obolibrary.org/obo/EUPATH_0015275,Piped water source,,F5 WASH PIPED,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400
http://purl.obolibrary.org/obo/EUPATH_0015276,Non-piped water source without tap,,F5 WASH NOPTAP,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400
http://purl.obolibrary.org/obo/EUPATH_0015277,Non-piped water source with tap,,F5 WASH TAP,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400
http://purl.obolibrary.org/obo/EUPATH_0015278,Basin,,F5 WASH BASIN,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400
http://purl.obolibrary.org/obo/EUPATH_0015279,Soap,,F5 WASH SOAP,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400
http://purl.obolibrary.org/obo/EUPATH_0015280,Ash,,F5 WASH ASH,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400
http://purl.obolibrary.org/obo/EUPATH_0015282,"ETEC LT-pos and ST-pos, by PCR",,etec ltst; pn3,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976
http://purl.obolibrary.org/obo/EUPATH_0015283,"EAEC aatA-pos aaiC-neg, by PCR",,pn7,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976
http://purl.obolibrary.org/obo/EUPATH_0015284,"EAEC aaiC-pos aatA-neg, by PCR",,pn8,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976
http://purl.obolibrary.org/obo/EUPATH_0015285,"EPEC bfpA-pos eae-neg, by PCR",,pn12,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976
http://purl.obolibrary.org/obo/EUPATH_0015286,"EPEC eae-pos bfpA-neg, by PCR",,pn13,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976
http://purl.obolibrary.org/obo/EUPATH_0015288,"Adenovirus 40/41, by ELISA",This Adenovirus 40/41 variable assumes that a negative test result of adenovirus is therefore a negative adenovirus 40/41 test result. This variable assumes that all lab work is highly accurate and consistent across all sites.,adeno 4041; pn27,Adenovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011964
http://purl.obolibrary.org/obo/EUPATH_0015289,"Adenovirus non-40/41, by ELISA",,pn28,Adenovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011964
http://purl.obolibrary.org/obo/EUPATH_0015290,"Vibrio cholerae O1, by bacteriology",,pn29,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015291,"Vibrio cholerae O1 Inaba, by bacteriology",,pn30,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015292,"Vibrio cholerae O1 Ogawa, by bacteriology",,pn31,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015293,"Vibrio cholerae O139, by bacteriology",,pn32,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015294,"Salmonella typhi, by bacteriology",,f16 salm typhi; pn33,Salmonella in stool,http://purl.obolibrary.org/obo/EUPATH_0011983
http://purl.obolibrary.org/obo/EUPATH_0015295,"Salmonella non-typhi, by bacteriology",,f16 salm nontyphi; pn34,Salmonella in stool,http://purl.obolibrary.org/obo/EUPATH_0011983
http://purl.obolibrary.org/obo/EUPATH_0015296,"Sapovirus, by RT-PCR",,f19 sapo virus; pn42,Sapovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0015713
http://purl.obolibrary.org/obo/EUPATH_0015298,"EHEC eae-pos and stx-pos, by PCR",,ehec; pn16,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976
http://purl.obolibrary.org/obo/EUPATH_0015299,"Campylobacter (non-jejuni or coli), by bacteriology",,f16 campy nonjej; F16 CAMPY NONJEJ,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969
http://purl.obolibrary.org/obo/EUPATH_0015300,"Campylobacter (non-speciated), by bacteriology",,campy any; F16 CAMPY NONSPEC,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969
http://purl.obolibrary.org/obo/EUPATH_0015301,"Shigella flexneri serotype 4B, by bacteriology",,shig flex sero4b; F16CORR SHIG 4B,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015302,"Shigella flexneri serotype 5B, by bacteriology",,F16CORR SHIG 5B,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015303,"Shigella flexneri serotype 6, by bacteriology",,shig flex sero6; F16CORR SHIG 6,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015304,"Shigella flexneri non-typeable, by bacteriology result",,F16CORR SHIG NONTYP,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0015305,"Shigella non-typeable, by bacteriology",,F16CORR NONTYPABLE,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015306,"Vibrio cholerae, by bacteriology",,f16 vib cholerae; F16 VIB CHOLERAE,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015309,"Vibrio cholerae non-O1/O139, by bacteriology",,F16 VIB NON,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015312,"Vibrio (other species), by bacteriology",,f16 vib other; F16 VIB OTHER,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015313,"Escherichia coli sen-pos, by PCR result",,f17 multi2 sen; F17A SEN,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0015314,"EHEC efa1-pos, by PCR result",,f17 multi2 efa; F17A EFA1,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0015315,"Campylobacter coli, by bacteriology",,f16 campy coli; pn40,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969
http://purl.obolibrary.org/obo/EUPATH_0015316,"Campylobacter jejuni, by bacteriology",,f16 campy jejuni; pn39,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969
http://purl.obolibrary.org/obo/EUPATH_0015317,"ETEC ST-pos, by PCR result",,f17 result esta; F17CORR RESULT ESTA; ecpstentero,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0015318,"EPEC bfpA-pos, by PCR result","Whether Enteropathogenic Escherichia coli (EPEC), as defined by the presence of bfpA (E. coli virulence gene), was detected by PCR for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpbfpa; f17 result bfpa; F17CORR RESULT BFPA,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843
http://purl.obolibrary.org/obo/EUPATH_0015319,"Shigella flexneri, by bacteriology",,shig flex; pn18,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015320,"Shigella boydii, by bacteriology",,shig boydii; pn21,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015321,"Shigella dysenteriae, by bacteriology",,shig dysent; pn20,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015322,"Vibrio parahaemolyticus, by bacteriology",,f16 vib parahaem; F16 VIB PARAHAEM,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958
http://purl.obolibrary.org/obo/EUPATH_0015323,"Shigella sonnei, by bacteriology",,shig sonnei; pn19,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015324,"Shigella flexneri serotype 4A, by bacteriology",,shig flex sero4a; F16CORR SHIG 4A,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015325,"Shigella flexneri serotype 4C, by bacteriology",,shig flex sero4c; F16CORR SHIG 4C,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015326,"Shigella flexneri serotype 5A, by bacteriology",,F16CORR SHIG 5A,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015327,"Shigella flexneri serotype X, by bacteriology",,shig flex serox; F16CORR SHIG X,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015328,"Shigella flexneri serotype Y, by bacteriology",,shig flex seroy; F16CORR SHIG Y,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984
http://purl.obolibrary.org/obo/EUPATH_0015329,"Astrovirus, by RT-PCR",,f19 astro virus; pn41,Astrovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011985
http://purl.obolibrary.org/obo/EUPATH_0015330,"Adenovirus Ct value, by TAC result","Cycle threshold for this stool sample to become positive for Adenovirus pan-serotype locus by TaqMan Array Card (TAC). Ct values of 35 were negative. Quantitative PCR for detection of enteric pathogens via TAC was performed on all available diarrheal and monthly asymptomatic stool samples collected from 0-24 months and at 60 months of age. For the histogram displayed on the ClinEpiDB website, the y-axis has been truncated to the second most abundant value if the most abundant value has over twice as many occurrences. Change the 'Plot Settings' to update the histogram display. For the histogram displayed on the ClinEpiDB website, the y-axis has been truncated to the second most abundant value if the most abundant value has over twice as many occurrences. Change the 'Plot Settings' to update the histogram display. For the histogram displayed on the ClinEpiDB website, the y-axis has been truncated to the second most abundant value if the most abundant value has over twice as many occurrences. Change the 'Plot Settings' to update the histogram display.; For diarrheal stool samples, but not week 6 or week 10 stool samples, Ct values >= 35 are displayed as 35. Ct values of >= 35 are considered negative.",tac 60m updated::adenovirus pan; tac::adenovirus pan; ext lab bv tac::adenopan; ext lab bv tacd::adeno; tac adeno; adenovirus; adenovirus pan,Raw virus data for stool,http://purl.obolibrary.org/obo/EUPATH_0011844
http://purl.obolibrary.org/obo/EUPATH_0015331,"Adenovirus 40/41 Ct value, by TAC result","Cycle threshold for this stool sample to become positive for Adenovirus 40/41 by TaqMan Array Card (TAC). Ct values of 35 were negative. Quantitative PCR for detection of enteric pathogens via TAC was performed on all available diarrheal and monthly asymptomatic stool samples collected from 0-24 months and at 60 months of age. For the histogram displayed on the ClinEpiDB website, the y-axis has been truncated to the second most abundant value if the most abundant value has over twice as many occurrences. Change the 'Plot Settings' to update the histogram display. For the histogram displayed on the ClinEpiDB website, the y-axis has been truncated to the second most abundant value if the most abundant value has over twice as many occurrences. Change the 'Plot Settings' to update the histogram display. For the histogram displayed on the ClinEpiDB website, the y-axis has been truncated to the second most abundant value if the most abundant value has over twice as many occurrences. Change the 'Plot Settings' to update the histogram display.; For diarrheal stool samples, but not week 6 or week 10 stool samples, Ct values >= 35 are displayed as 35. Ct values of >= 35 are considered negative.",tac 60m updated::adenovirus 40 41; tac::adenovirus 40 41; ext lab bv tac::aden4041; ext lab bv tacd::adeno40; tac adeno4041; adenovirus 40 41,Raw virus data for stool,http://purl.obolibrary.org/obo/EUPATH_0011844
